rating	text
4	a really good bottle of this wine - it seems in the past to have varied between 3 and 4 stars. this one had the good strawberry leather nose of the best bottles. 
4	leathery, rustic and farmyardy. not the most elagent wine ever, but it never has been. just 
3	touch of toast, nice middle of the road champagne palate, medium weight, decent finish. 
3	quite vinous nose.  chewy palate with some obvious wood influence.  good length. top 
4	elegant, ripe apples, fine, long finish. excellent fine mousse. not universally enjoyed, perhpas becaus it could do with some time in bottle. i like the style though. scrapes 
3	dry, fragrant, nice balance.  
4	very toasty - one gets used to it. very tightly elegant and fine but it lacks sensory oomph a bit even though it is seriously concentrated.   loses fizz quite quickly.  i have slightly mixed feelings about this but maybe it needs further study.  top 
3	quite full-bodied - a touch rustic perhaps.  there is something of macon-with-bubbles about it but nevertheless it's very drinkable. good 
4	lovely together fizz - good acidity - elegant. 
5	delicious weighty wine with a good, heavy acidity. stunning. 
3	lovely riesling nose - elegant palate - acidity variable, but the wine isn't getting flabby. 
3	good wine with food (garlic and chilli prawns), but a bit simple. 
3	dry finish - unknit - not really clear whether it has a direction. 
2	dusty and drying out. 
2	good but closed. ()
4	drinking beautifully. easily the claret of the evening for drinking now. textbook pauillac at a peak. 
3	disappointing. a touch volatile at the end. weighty, but it should be better than this. 
3	good wine which others preferred more than me. big and balanced. 
3	from a half. good botrytis, but the acidity is lacking. too heavily sweet for my tastes. 
4	the last time i had this, in 2002, it seemed a weedy wine that probably wasn't going to live to its youthful potential. it just had the odd glimpse suggesting it might improve - but i wasn't that convinced. fortunately though, this bottle at least is on lovely form. a dry wine without flashiness, but lovely toned acidity and flavours that are constantly developing in the glass. and to think that i almost decided to drink all my bottles in 2002. an easy 
3	holding up well, but so dull compared with  the chateauneuf above. simple sweet flavours. i suppose 
4	attractive nutty (marzipan?), tangy  nose, very nicely-textured palate with solid underlying fruit and a lovely salty finish.  all quite refined.   maybe scrapes 
3	not what i expected on opening, oddly rounded fruit and a tired feeling.  after a while though it opens up quite nicely: bone-dry, savoury, citric, a touch of herbs and a hint of fino sherry.  very nice and perhaps will even improve. for now 
3	very luxurious agreeable oloroso that slips down a treat without generating the last word in excitement although its nose is pretty complex at least soon after opening.  say 
4	this wine has a touch of the lifted salty tang of manzanilla over a burnt old-wine palate with a long finish. very mouthwatering, a touch of camphor or something.   seems almost better after a day or two open.   very lovely. easy 
4	very fine and long - tangy, hints of chocolate almost on the nose.   not quite as demanding as the coliseo from this house but very fine. 
3	very drinkabe old sherry, grippy and with that nice hint of sourness.   not the last word in fineness however - i feel this hints a bit at dry-cleaning fluid. 
3	rich and long with rather greater depth than a standard fino - salty tang too, nice acidity and a long, citric finish.  very clean and pure. 
2	not quite one thing or the other if you know what i mean. vibrant ripe fruit to start with but with a green and dilute finish. not as interesting as i would have hoped. 
4	good fruit but perhaps a touch rustic - old straw farmyard characters of a pleasant sort.   completely mature and very drinkable. forgiving it a certain rusticity one might stretch to 
3	warm and ripe (the vintage i guess) but perhaps beginning to lose it in a graceful way. cedary but not terribly complex. bare 
4	seems pretty much ready to drink - nice balance, generous fruit and a nice dry finish.   bare 
3	lovely appetising, drinkable wine (breaking for another mouthful as i type).   not a hint of the varietal flab, yet lovely ripe fruit and mineral overtones. something of almonds about the whole package too.  this has the balance to keep well for a while i feel, and it may even improve over a year or so.  dry yet not austere, and with really good length.  classy. 
2	clean, fresh and simple wine with lightweight raspberry fruit. 
3	from a magnum. good sweet fruit, chocolate and coffee. good balance for drinking now. top 
3	bone dry and with good intensity and length.   it just seems to lack a bit of pizzaz - the whole effect is a touch (but just a touch)  flat. 
3	silky-textured and rich,  one feels this wine is part of the transition to a modern style here.  but this has produced a fine wine in this vintage, voluptuous, but still with enough stuffing. 
3	nice mature riesling nose - completely resolved and really quite soft and lovable. top 
3	i have mixed feelings about this: on the plus side, fine nettle-like fruit, nicely balanced, now mature with a decent finish and a streak of minerality; on the minus side a slight lack of real presence,  just a little underwhelming considering the reputation of the producer.  scrapes 
3	it's easy to scoff at musar, and until today i hadn't opened one of my own bottles for a year or two, but it's really not half bad you know.  rustic, yes - ultimately fairly simple, yes - but it does have lovely round, sweet, leathery fruit and it has aged very gracefully to a soft, amber-edged maturity.  so it's easy to scoff in the other sense too. 
3	some will say this is past its peak but i rather like it. mature riesling apricot flavours, old wine roundedness, very pleasant. 
3	quite big, ripe and sweet for spatlese.  very attractive, quite forward and engaging fruit.  very good rather than really riveting. top 
3	quite big, ripe and rich.  this has a timeless quality - while showing some mature characters it is still quite sweet and very fresh - it will benefit from more time in bottle i think and will probably merit 4 stars in the long run.  impressive. ()
3	remeniscent of a top rhone grenache: high-toned, a touch medicinal.   this is really good wine - intense fruit but a nice balance. top 
3	this has now opened up nicely - gorgeous long, mouthfilling greengage fruit.   it was so tight a few years ago and it has been fascinating to watch its progress.  it is bone dry and has that wachau sternness that (slightly to my surprise) i am often a bit ambivalent about.  this though is drinking so nicely - perhaps it's just a mistage to try and drink these wines young.  very top 
3	this seems to have become a touch more piquant and high-toned than i recall.  a grown-up's wine with tanins that might never be entirely mellow until too late, and a classic claret nose.  lovely.  top 
3	sherberty, very open fruit, and very pleasantly drinkable at 8% alcohol.   a bit spritzy at first and ever so slightly hollow on the palate, if i was going to criticise. on the other hand, it has a lovely long finish.   ready to drink i guess, but no great hurry.  lovely. top 
3	raspberry fruit, nodding at cassis also, dry, very firm as this producers wines tend to be - still a touch hard.  very nice village wine coming round as it approaches its 10th birthday. 
3	rather nice - intense grapefruity riesling, with something towards nectarine on a persistant finish.  seems quite dry to me for a classic-style rheingau but that may partly be the particularly good acidity.   drinking nicely but no hurry to consume - might even be better in a few years.  top 
3	a high-toned wine from this most european-styled of californian winemakers, with rich yet piquant fruit.  this will improve a bit i suspect but needs the right food.  bare 
3	seven year-old soave? the fruit is now rather evolved - peach kernels and almonds, but still fresh and with a hint of floral notes on the nose.  some will say this is past its best but i like it a lot.  dry, attractive, drinkable. a good 
2	dry, yet with with very nicely-textured fruit.  a bargain at well the right side of a tenner. 
2	pleasant. 
2	nice example, without any great extra complexity. top 
1	red burgundy wine as it helpfully says on the label. rather dilute and lacking. possibly just too old. 
2	sweeter fruit than the above, and with a simple charm. but hard work finding much flavour. 
2	a  bit unripe on the palate, and with coarse fruit. some (pleasant) signs of  maturity on the nose, but not coordinated with the rest of the wine. 
3	easily the best of the recent pinots that i've had. a touch stewed, but at least not suffering the dilute characters of the two french wines. 
3	medium depth, well put together for early drinking. reasonably taut. 
3	liquorice and black cherry nose. charming for early drinking. 
2	occasional glimpses of bacon fat and raspberry, but some coarseness and awkwardness. 
3	a slight spritz on opening. lihtly honeyed and with hints of blanched almonds. 
3	sherberty rich,  drinking very nicely as it has for a while and will for a few years yet. long and delicious. top 
3	rounded, forward fruit - pleasant but  ultimately fairly simple. bare 
2	rather overwrought - huge alcohol - rather flabby fruit (although superficially there's decent acidity). a substantial wine that perhaps i just wasn't in the mood for.  top 
3	gamy, rustic, high-quality fruit.   interesting, quite complex, characterful.  guessed this might be swan. top 
3	good fruit.  nicely balanced.  good concentration.  good 
3	baked, tarry fruit.  very tannic - serious (perhaps overly so).  others will admire this more than me.  
3	jammy, solid,  quite raisiny.  very substantial wine - i find it a touch heavy going at the moment.  i suspect it will improve and be rather impressive. ()
4	refined, concentrated,  almost high-toned.  just beginning to drink well.  lovely.  
3	nice - similar in style but a shade weaker all round.  good 
3	very dark colour.  very marmaladey.  ultimately not so complex and clearly upstaged by the filhot.  
4	light colour but in fact quite botrytised.  quite high-toned.   grippy.  a very good wine for the property.   
3	very pruney and rich.   really appealing fruit with some hot edges.  probably for drinking now, and pretty pleasant in its way.  
3	a bit drier and more mainstream.   still a shade closed,  very good.  bare ()
4	possibly seems a bit older than it is. good acidity and some tannin at the end of a fairly full bodied, old-fashioned entrance. needs some time to resolve itself. ()
3	more floral and open than the last bottle i had of this. well made fizz for drinking young. 
3	fairly vinous and with good, sharply focused acidity at the end. a champagne that tastes like a good young fizzy burgundy. this needs time, and could be stunning. ()
3	weighty, meaty nose - autolytic plus apples.   similarly with the palate, but not at the expense of balance.  apples again, a suggestion of tannins.  long, quite complex, perhaps a touch young - i'm sure a year or two in cellar will be beneficial.  scrapes ()
4	really quite forward - touch of vanilla - long and enjoyable but doesn't seem to have the guts to be a real keeper.  bare 
5	only a year or two delayed versus the standard vintage. still very fresh, nutty and autolytic - really yeasty on the nose.   drier and tighter than the ga 97 too - lower dosage probably and perhaps the vintage too. complex finish.  lovely. scrapes  
2	red wine made from pinot noir, of course. fairly complex nose, bone dry - seems a bit flat and old on the mid-palate. all the interest is on the nose.  rather dull in the mouth.  if fizz could be made with these grapes, then this is a bit of a waste except that it gives some insight into the nature of fruit that makes good champagne.   bare 
4	very mushroom and truffle - and hinting at maderisation.  curious indeed,  and not entirely positively. old beyond its years - is it an odd bottle? the guy from bollinger says not, but seemed to have decided this before nosing mine.  perhaps having this after desert was a poor idea (i did think of leaving my pud until later) and i wouldn't be surprised if there is more to this wine than i found.  for now, the interest on the nose scrapes 
3	lovely delicate summer drinking with almond and white fruit flavours. 
3	lovely delicate summer drinking with almond and white fruit flavours. 
3	fragrant, mellow, eminently drinkable.  fresh but a suspicion of drying at the end suggests this is not for keeping beyond another five or so years. 
3	high-toned, a bit of cranberry, a touch of underlying meatiness and excellent fruit.  lovely but without the va-va-voom of the combe aux moins from the same producer and vintage tasted recently.  still scrapes ()
3	"lively, quite complex, proper tarry barolo and more or less ""a point"".  a bit coarse-textured to be worth more than "
3	the things one finds when cataloguing the cellar - an auction purchase of a couple of bottles i seem to recall.  i opened one with trepidation but no need: actually a healthy light colour and a lovely, fresh, tar and roses barolo nose.  the fruit had that underlying sweetness that good barolo has and which with the fragrance sets off the firmness of even mature tannins.   not terribly complex but really very enjoyable drinking.   
3	i have oscillated a bit about this 100% gargenega wine.   it is ca rugate's interpretation of what old soave might have been like, i seem to recall.   it has a deep colour (from skin contact, i think) and a broad, flat, mouthfilling palate after a honeysuckle nose. it reminds me a bit of one or two other italian producers who are pushing things in a similar direction: massa vecchia and gravner.   it is rather less grand than either (and a bit cheaper)  but i like it, and i think time is making it more interesting. 
3	intense strawberry nose, solid, concentrated  fruit, quite dry as often with lafarge. a touch of italianate bitterness and quite firm tannins make it rather a food wine at the moment.   i hope that rawness wears off - i think it will.   ()
3	surprisingly high-toned almost amontillado-like nose. palate has warm raisiny character and a nice texture. 
3	very pure, raspberry fruit.  now completely resolved and drinking very nicely. i think it lacks the real edge of terroir at this stage, or something to add complexity.   drinking pretty nicely however. 
3	smoky raspberry fruit, begining to show its age a bit but still fresh.  very drinkable but not super-exciting. 
3	quite fat and mouthfilling - i haven't drunk this producers wines or chablis from this vintage much so i'm not sure about the cause of this rather atypical richness.   still, this has a lovely honey-influenced palate and enough underlying minerality to be very enjoyable. absolutely at peak.  from a half.   top 
3	i seem to remember having mixed feelings about a bottle of this, but this one is lovely - completely drinkable medicinally-edged concentrated grenache. excellent. 
4	herbs and spices, with rounded green-pea and other vegetal flavours.  quite individual but really, really  good. 
3	another 96 from my cellar, opened partly to illuminate the controversy about this vintage.  healthy colour, fine fruit, creamy texture and excellent acidity.  this seems just a touch subdued right now but is definitely very good. ()
3	flowery, attractive, dry, balanced.  bare 
3	larger, flatter, rich peachy fruit. a touch mmore interesting than the perret wine. a good  
3	peachy, rich, quite sweet, moderate acidity.  bare 
2	very sugary, rich, sweet.  not enough acidity for my palate. 
3	much better balanced, pleasant. 
3	fine, tea-nose, lots of acidity. 
4	leafy, rounded, balnced. very nice. bare 
3	fragrant, gentle, a bit gamy. pretty good.   
3	like the beychevelle but a slight twist in the finish. fades in the glass a bit.  
2	a touch higher-toned. toffeed, quite light.  top 
3	reductive at first - later, fragrant,  bone-dry, tarry.  proper wine.  top 
4	quite dry now, delicate, peach-kernels. elegant, but perhaps no huge length.  bare  
2	herby brown sugar, fairly simple but a nice balance.  bought from a monastry on majorca 20 yrs ago(!)  a pretty pleasant drink.  
3	fading a bit, very evolved, a touch hot.  interesting but a bit disappointing. top 
5	yeasty, nutty, complex, lovely balance.  drinking at peak. bare 
2	very rich and off-dry for kabinet - a fine vintage, i guess.   ()
3	a new stylistic experiment, supposedly harking back to an ancient style: quite dry, fantastic length, 12% alcohol, overall suggestive of  austrian riesling. interesting. ()
4	very pure and complex, oak not very evident (an improvement on silex of old).  excellent concentration.  
4	excellent - very typically raveneau. 
4	provence herbs, creamy, lovely. top 
3	gravelly, smoky, excellent.  tobacco finish.  very pleasantly drinkable.  top 
2	beginning to be rather edgy - a bit volatile on the finish.  not bad.  a good 
1	rubbery - rather oxidised. 
5	rounded , berryish, touch of raspberry.  complex. substantial.  very fine.  
1	oddly empty midpalate. hard, and difficult,  finish.  top 
3	fine, picquant, attractive.  
4	creamy, rich fruit.  excellent concentration and length. nice tone. bare 
3	soft.  notable tannins.  grand but lacks the shapliness of the last wine. top 
4	rose petals, fine, nutty, elegant. top 
4	moderate weight, fragrant, sweet fruit.  lively. excellent.  
4	mature colour and flavour.  mineral - i thought st emilion - and now a touch decadent.  but a really nice mature claret.   bare 
3	spicy plum fruit-cake - seems quite merlot but that's probably an illusion.  lovely minerality all through.   bare ()
3	doing well from a half-bottle.   fragrant now, quite balanced, some would say a touch past its best but for drining with food i'm not so sure.  very pleasant. 
3	decent st emilion, if a bit gummy - probably because of oak use.   
3	healthy colour, attractive mature claret nose.  on the palate it has that slightly hollow high-tonedness that seems quite common in the vintage.  pleasant, particularly with food. 
3	gutsy, good fruit. very decent effort. drinking well. 
4	lovely - for drinking over the next year or three. 
3	quite advanced, but good. from a half. 
4	very bright and mouthwatering, pure attractive fruit and some tannic backbone.  very good. 
4	not a flashy, rowdy 82 but i feel perhaps that in avoiding that the wine lacks the definition or complexity to be better than very good.  fine wine, starting to drink well, but a little less than one might hope for given the property and the vintage. 
3	deep browny, slightly green rim. caramely, burnt, quite enjoyable. bare 
2	deep brown with a green rim. riesling nose.  very madeira-like. interesting more than enjoyable, in the end. 
4	very fine.  balanced, starting to drink nicely. top 
3	rustic, quite exotic. interesting rather than great. top 
2	lovely, blueberry fruit. refined and pure. good balance for the vintage. ()
4	smoke and tobacco, pleasant palate, really nice persistent finish. excellent.  bare 
3	rounder, fruitier, a bit simpler and more rustic.  time to drink. 
5	very fine, elegant, scented, balanced.  still on a gentle up-curve. bare 
5	sexy, perfumed, a bit showy, very suave, lovely - easier but less intellectually satisfying  than the gpl. 
5	healthy colour. lovely fragrance, summery, rose-hips.  perfumed.  lovely. from a half.  
4	good colour, chunky, quite tannic.  lacks the easy charm of the issan but pretty good. 
3	grapefruit, kerosene, startling acidity over good fruit. lovely. ()
4	plummy, rich fruit - deepening with some air.  classy drinking, still quite tannic. bare 
4	curiously charred and smoky at first but that blows off - presumably not overly toasted barrels then.  a lovely, irony mature claret with succulent fruit emerges.  delicious drinking. 
3	fine - elegantly balanced and good length.  refined blanc de blancs.   could do with a year or so in bottle perhaps but lovely. top 
2	intense but a bit oaked up at the expense of the clarity that i look for in top soave.  clearly a good estate and i'd be interested to try their unoaked top wines.  a good 
1	a bit unexciting - decent but didn't do a lot for me.  
3	fair acidity - a touch hollow later on the palate.  pleasant. bare 
3	stylish complex nose - hints of ozzy vegetality.  only moderately persistent on the finish. quite fine but outrageously overpriced. 
2	quite rich and sweet - the vintage perhaps. good quality. ()
2	soft, forward quite chocolatey st emilion. pleasant drinking.  being a bit mean: 
2	excellent fruit - some structure. serious wine worth another look.   ()
5	a really good bottle of one of these recently disgorged wines (that canbe a little variable).  tjis one with lovely autolytic flavours and honey over lovely fresh fruit.  quite nicely rounded, but no hint of flab. 
3	quite austere and even a touch awkward right now but with lots of character.  perhaps it will be more easy-going in a year or two, but good now with the right food. 
3	quite forward for maume - the vintage perhaps although the attractive ripe fruit is not at the expense of enough backbone for development for a few tears.  really very nice drinking burgundy. 
2	(i think i have remembered the vintage correctly.) nice, well-made dessert wine. 
3	good if not dramatic fizz. 
4	nice acidity - honeyed with minor age. lovely texture. 
3	butter and hazelnuts, but the age is showing possibly a bit more than is ideal. 
2	soft and dilute. all over the place. 
3	soft and buttery and a touch of banana. slight spritz. big, but balanced. 
3	fragrant modern' nose - for early drinking. clean and fresh. 
3	big, vibrant  and zingy, but a bit short. became toffeed in the glass. 
2	vibrant and in a dry style - needs a bit more time possibly. ()
4	more complexity than the others, and to my mind a better style of wine for it - smooth rather than vibrant. a touch of  volatility. 
2	vegetal and astringent - all over the place. i think this wine had a synthetic cork.  poor. 
2	leafy and some tannin. simple and falls apart. 
3	sweet, but a bit lacking in acidity. some grip. 
3	from a half. not the best example of this. showing too much age and sweetness on this showing. 
2	yeasty, quite fragrant. slightly toffeed fruit. quite decent length.  some might say tired but i find this rather good. not often one has a swiss wine! 
3	tight, sherberty, riesling nose.  the fruit quite forward but the excellent length suggests a good future.  
3	quite intense. oily hazelnuts. good length.  top 
3	over-charred wood.  gutsy palate - slight harshness on the finish. this does all moderate with time and there is good fruit. i'm not so keen on this. bare 
3	unforthcoming nose. forward pinot fruit - quite ripe - high-toned cranberry-edged fruit. very nice.  
3	a little richer and riper. darker and deeper.  good length.  another top 
3	dry raspberry fruit.  dry palate - not insubstantial. stylish terroir wine. a bit short but good. 
4	slightly sweeter, mineral, riper, palate. complete wine - very good indeed.  
3	soft fruit - slight spritz.  gets much better - white pepper nose. silky fruit. a bit less characterful. less sauvage than last two - almost soft. some oak influence. 
4	perhaps just the great vintage but drier and more terroir-driven.  very, very good. possibly could do with another year or two.   
3	lots of botrytis.  nice balance. lovely. 
3	baked fruits - refined, bags of ripe fruit, sweet yet firmly structured - balanced, long.  excellent port from a house that i don't usually pay much attention to.  ()
2	deep orange colour - apricot fruit - pleasant but odd.  an attempt at ol-fashioned winemaking that doesn't quite come off?  
3	dry quite closed still.  high-toned fruit.  needs time.  a low 
3	deeply meaty, round - some tannins.  rather good. ()
4	very pure raspberry fruit - savoury - good length.   scrapes 
3	quite engaging in its way - almost dry, appley.  fragrant and attractive 
3	quite fresh and nicely autolytic. good balance. very drinkable. 
4	finer, more intense and more elegant.  pretty classy. scrapes 
3	richer and a bit more structured than the previous wine.  quite serious.  needs a few years.  ()
2	pure, balanced, nice food wine. easy 
2	bone dry, pleasant, a little light beside the pouilly. 
2	softer and fruitier on the palate than the gc - two patches of vines that are quite close together.  they are quite different but i wonder if one could or should blend them. 
3	clean, dry, but with underlying richness and some minerality.  good. 
3	a decent step up to real grand cru quality. good length. top 
2	a bit soft and unfocussed beside the colombier wines but i find it hard to say whether it is producer-style or the dreaded hot vintage syndrome striking again.  a good 
2	straightforward clean, dry, decent chablis. top 
3	confusion marketing i feel.  this wine sells for a tiny bit more and has quite a lot of added richness.  i'd pay the extra every time. 
3	extravagantly rich and mouthfilling, oak-influenced.   i need to have a proper drink of this sometime to decide whether it carries it off.  it quite possibly does, in which case  
3	full and rich - tending towards a fatness which while clearly in balance i sometimes find too much in carillon's wines. scrapes 
2	understated, dry (none of that fatness the village wine has) lots of puligny character. good balance and excellent length. ()
3	rounder and more easy-going than the perrieres. still good balance and a fine wine, but this can happily be drunk now although surely it will improve a touch. ()
3	nicely made meursault, nice balance, although perhaps with an air of being what it is: a very good village wine and without 1er cru distinction. bare 
3	a bit richer and broader with good length.  very nice. 
3	a special selection, i think and notably more expensive. quite serious, concentrated fruit and good structure and so you get what you pay for. 
2	a bit clarety - fruit tending toward cassis and some wood influence, i think. pleasant enough. 
2	quite large and broad, a food wine i think, and it will take a few years aging quite well. a cortese and chardonnay blend. at least a top 
1	pleasant forward fruit with a twist of bitterness. not bad at all. top 
2	method champenois from chardonnay and pinot - idiosynchratic wine with a touch of pink and some high-toned red wine aromas.  i'd like to try some more. at least a top 
2	nebbiolo barbera blend quite heavily oaked.  quite good of its sort. 
3	fragrant, elegant fruit - lots of underlying tannins. fairly modern-styled. needs a few years and on the way up but perhaps not beyond a good 
2	rounded, suave fruit, some tannins but would be fine with food. top 
3	silky, burgundian but structured.  very fine but i sometimes feel sandrone's wines are a bit of a trick - almost too polished. bare ()
3	a touch larger and richer i think.  like the la vigne, modern-style but without excessive oak influence. ()
2	nicely poised, splendid balance, clean and pure.  sophisticated wine. 
1	nicely done, although to my taste it might be better without the barriques. 
1	pure, very restrained varietal statement (a plus point).  nice. top 
1	richer - 2003 was very warm here too i think.   similar quality.  top 
3	an exotic blend of chardonnay, sauvignon blanc and pinot grigio i think - rather nicely constructed.  a wine that i would like to sit down and try properly - i suspect it would repay scrutiny and so let's say 
3	lovely texture, lovely fruit, nice acidity and length.  very fine. top 
3	i don't taste a lot of young tokaji - this though seems very promising. 
3	as above but added richness.  top 
3	raspberry and chocolate fruit - a lesser vintage that you could almost drink now.  pretty good. 
2	aniseed, baked fruit, very dense.   i hardly ever drink young port but i am sure this will be very good. ()
3	intense, sweet blackberry nose and concentrated palate.  very much new-wave rioja. good, yes (very good in its way) - interesting, less so at least to me. 
3	higher toned and with very evident tannins, but very much in the same style.  seriously pricey - same as a bottle of rioja alta's famous 890.  give me the latter any day. top 
3	curious - it seems to have old-fashioned touches of volatility but generally a modern style. pretty good. bare 
3	reliable ridge - pretty good. bare 
3	classic - quite bordeaux on the nose but with an extra ripeness even more evident on the palate. still, quite classically styled and very fine. ()
3	touch of residual co2, luscious ripe fruit already showing some maturity - so quite forward. very lovely. 
3	pleasant but slightly flat-textured. bare 
3	touch of sulphur evident.  good, gutsy, big. top 
3	sound, clear, high-toned - quite pulignyish. actually rather intense and long. good 
3	slightly sulphury - clean palate tight, quite long.  a bit thin at first - certainly less than the other meursaults good 
4	dry austere long.  more intense. opens up dramatically - peaches, minerals. very nice. bare 
4	intense very long.  just what one might hope for. top 
3	gamy, rustic, mentholy, liquorice, high-toned.  earthy.  others liked this a bit more but i'd say just pretty good.  
3	a bit fizzy - wears off. high-toned, cherry fruit. very attractive. ()
3	intense, dry, balanced, earthy, structured. very nice indeed. ()
3	bone-dry, nutty nose, slightly gluey palate. pretty fine but i have reservations about the gluey component. could do with a year or two. 
2	slightly sweeter style (dessert rather than aperetif) - but reasonable acid balance. nice grapey fruit.  
2	apricot jam - quite a lot of botrytis - modest acidity.  decent rather than excellent length. perfectly nice but a bit simple for a top wine - unless it is in a quiet phase. a bare ()
3	very honey and orange peel - pretty sweet - modest acidity - and so a little cloying. might come in to better balance in time but i'm not sure.  may be just a bit overdone.  not quite my style, but 
4	lots of apricot, coconut, banana, and exotic fruit.  big and rich yet so complex.  lovely and will be great.  ()
3	limey - seems lightweight at first but that's probably just following yquem.  good intensity and length. lovely complexity too.  ()
2	apples, cinnamon and bananas (someone said).  disjointed acidity. a gentle but in fact quite persistent finish.  a touch towards cloying but very good of its type.  others will like this more.  
3	good, warm, bordeaux-blend red from argentina for drinking fairly young. 
1	simple rather unbalanced shiraz with some vibrancy. 
2	fresh, fruity stuff with a good balancing acidity. no great complexity. 
2	good food wine - hearty and with some tannin. 
2	light syrah fragrance and good balance. medium weight for short term drinking. 
1	i probably always have higher expectations of a wine with the name `perrin' on it than i should do. maybe i should always taste them blind. this wine lacks dimension and doesn't really excite. 
3	peachy, spicy, rounded, very elegant.  modest acidity. for drinking. bare 
3	richer, more mineral, slightly better grip.  
3	unforthcoming at first. emerges - more mineral than above - altogether more substantial. a serious long-term wine.  ()
4	pleasantly rich.  honied, intense.  very good. bare 
3	exotic, rich, sweeter than just off-dry.  top 
5	cherries, high-oned chalky minerality.  very firm and very good - perhaps a touch less silkyily fine than more recent fourrier vintages.  bare 
4	soft, rounded touch of mint. fleshy. very nice. 
4	"rounded and ripe. soft and delicious. slightly more ""cooked"". bare "
4	a touch lighter than the other two vintages but very fine and nicely wrought.  
3	creamy apricots - very nice, if a bit simple.   bare 
3	fairly dry, a touch more complex than the sauternes - rather fine 
5	rose-petals, touch of marzipan, lots of glycerol, creamy,  very lovely. 
3	strawberries and a touch of yeastiness. elegantly balanced. 
4	clear riesling nose with a touch of sweet toffee that's probably come with the maturity. 
3	rather charmingly fragrant nose of violets. modern chianti for drinking young. 
3	easy, clean burgundy without huge depth but with purity of fruit. 
4	an intersting comparsion wine to the earlier chianti. this is more robust and has a slight bitterness to the fruit. holding up well, and probalbly needs more time. 
4	very graceful, almondy nose - slightly floral, but pleasingly free of overt varietal statement.  (i think it's a blend of various varieties, for what it's worth.)  on the palate, completely balanced with perfect acidity and a touch of ripe lemon around a concentrated but understated palate.  very fine.  
3	seems quite oxidatively made. stony, meaty rather than elegant.  pretty nice but not out of this world. 
3	good colour, black-cherry nose.  fruit quite baked in character and at first it seems to have a hole in the mid-palate.  but that seemed to fill in once the bottle had been open a while.   chunky and without the complexity to be really classy.  
4	dense young colour and intense black cherry and cough-sweet nose.   despite the concentration of fruit it's very silky on the palate with a background of ripe tannins.   very luscious.  seems almost less approachable the next day, which is a bit frightening.   top stuff. ()
2	a long maceration job, in the style of gravner,  but from garganega from gambellara just outside soave.   deeply coloured but slightly cloudy, with a flat peachy nose.   slight spritz on the fruit.   interesting but slightly flawed i feel.   i'll keep a look out for further vintages but just a good 
2	creamy texture and hight-toned herby fruit. very dry and quite stylish but perhaps it was better a few years ago - it does seem to be drying out a bit.  top 
3	refined - mineral richness, nice balance all through.  pretty dry and clean. good stuff.  ()
4	healthy colour.  fragrant rose-garden nose with cedar and tobacco notes.   the fruit quite sweet and ripe.   this seems resolved but lasts well overnight.  rather good.   
4	quite chocolatey - fruit seems a touch attenuated at first but opens up to a delicious blueberry-raspberry mixture.   from a half.  bare 
3	apples, spices, quite exotic, rather rich fruit, high acidity.   pinot weightiness on the palate.  needs a couple of years in bottle. ()
3	attractive, silky grenache fruit.  very drinkable. 
2	"not a property i've drunk much recently and it used to be a bit of a joke for producing ""englishman's claret"".  they've done quite well in this vintage though: quite powerful and structured, good fruit, drinkable now but probably more so in a couple of years.   good at the price.  ()"
3	lovely, vibrant,  deep pink colour.  once open for a quarter of an hour, a delicious nose of strawberry fruit.  quite vinous - like a substantial still rose rather than champagne with a touch of colour.   long finish.   will probably benefit from a year or two in bottle.  top 
3	lead pencil nose - a fair amount of new oak i suspect.  fairly lightweight and elegant - perhaps to excess.  not like jasmin of old. bare 
3	suspiciously deep colour.  really a bit overly oxidative but underneath there's nice honied fruit.  bare 
2	pure, pleasant.  top 
2	nice fruit - fruitcake - good structure. could do with a year or two.  decent balance.  
2	vanilla - weight of a traditional wine - but the fruit quite bright and fresh  cherry.  pleasant.  worth 
3	talento is apparantly a trademark of a consortium of growers in northern italy making methode champenoise fizz from mainly champagne grapes.   this is made by prosecco producer bisol.   it has the charcteristic yeasty character, fine fruit, it's dry but not over-austere.  nice - it might make an interesting ringer in a flight of growers champagnes.  
3	moderate weight, quite burgundian quality, fairly high-toned.   very good drinking. top 
3	piercing tar and roses nose.  still a touch hard on the palate, bone dry with quite a lot of tannin.   drinkable but will improve a bit, i think.  bare ()
1	grassy, slightly flabby fruit.   
3	softly grassy, fruity, floury (meunier, i guess) flowers.  white bread. pleasant finish. good.  
2	slightly sicky edge to the fruit. rather dominated by red wine characters.  i'm not so keen.  
4	rather soft, easy fruit - both nose and palate.  quite rich, briochey. to drink quite soon - but good.  bare 
3	red fruits, frothy, quite weighty. good strawberry finish.  top 
4	(a blend of 95 and 96) creamy, gamy, rich, stewed apples and strawberries again.  rather good. perhaps even 
3	reserved, pure, stony. mineral, strawberries again. medium-weight and excellent length. ()
4	very nice, quite creamy, mineral.  persistent.  a good 
2	gingery fruit, pleasant but a bit dull.  
2	now more evolved, rich, low-acid mature rhone. 
2	rich, deep-coloured, rather new-oak influenced, seems oxidative.  in danger of being overwrought - not clear where this is going.  has some character though. 
2	again deep-coloured, ambitious.  not that exciting to drink now - but it might improve. 
5	creamy, minerals, delicious. 
4	very elegant, moderate weight, quite complex and an excellent finish for the vintage. 
